race_id,election_date,state_code,office,jurisdiction,endorsed_candidates,non_person_ballot_options,other_candidates,source_reviewed_candidates,unreviewed_candidates,comparison_count,documented_topics,policy_comparison_count,campaign_frame_comparison_count,agenda_comparison_count,unspecified_comparison_count,paired_evidence_types,agreements,differences_and_emphases,study_status,completeness,identity_review_alert,identity_review_notes
race-5984c9799d268a401686,2019-06-11,VA,State Senate,District 35,Yasmine Parinaz Taeb,,Karen Elena Torrent | Richard Lawrence Saslaw,Karen Elena Torrent | Richard Lawrence Saslaw | Yasmine Parinaz Taeb,,2,housing,2,0,0,0,policy_position,"[{""pair"": ""Yasmine Parinaz Taeb / Richard Lawrence Saslaw"", ""analysis"": ""Both support state affordable-housing funding. The record does not establish identical funding levels or delivery models, and the current questionnaire edition retains an update-timing qualification."", ""comparison_id"": ""va19-taeb-saslaw-housing-funding""}]","[{""pair"": ""Yasmine Parinaz Taeb / Karen Elena Torrent"", ""relationship"": ""different_mechanism"", ""analysis"": ""Taeb emphasizes local fiscal authority and state funding; Torrent emphasizes reuse incentives, employer participation and land/zoning costs. These tools can coexist. Taeb's separate forum words are not presented as a response to a questionnaire she did not submit."", ""comparison_id"": ""va19-taeb-torrent-housing""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-59a94aa6e72d959987cc,2023-06-27,NY,County Legislature,Monroe District 21,"Oscar L Brewer, Jr",,Santos E. Cruz,,"Oscar L Brewer, Jr | Santos E. Cruz",0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-5ba9477febab5af3e898,2022-08-09,MN,State House,Minnesota District 66B,Athena Hollins,,,Athena Hollins,,0,,0,0,0,0,none,[],[],standalone_reviewed_evidence,not_a_complete_platform_census,,
race-5c08fa2bbce03a90932e,2024-08-06,MI,US House,District 12,Rashida Tlaib,,,Rashida Tlaib,,0,,0,0,0,0,none,[],[],standalone_reviewed_evidence,not_a_complete_platform_census,,
race-5db7edca6b190a1d4c39,2022-06-21,DC,Councilmember,Ward 5,Zachary Parker,,"Art Lloyd | Faith Gibson Hubbard | Gary To-To Johnson | Gordon ""The People's Champion"" Fletcher | Kathy Henderson | Vincent Orange ""VO""",Art Lloyd | Zachary Parker,"Faith Gibson Hubbard | Gary To-To Johnson | Gordon ""The People's Champion"" Fletcher | Kathy Henderson | Vincent Orange ""VO""",0,,0,0,0,0,none,[],[],standalone_reviewed_evidence,not_a_complete_platform_census,,
race-5e5b97772655d92ca963,2020-06-23,KY,President,Kentucky,Bernie Sanders,"""Uncommitted""",Amy Klobuchar | Andrew Yang | Deval Patrick | Elizabeth Warren | Joseph R. Biden | Michael Bennet | Pete Buttigieg | Tom Steyer | Tulsi Gabbard,,Amy Klobuchar | Andrew Yang | Bernie Sanders | Deval Patrick | Elizabeth Warren | Joseph R. Biden | Michael Bennet | Pete Buttigieg | Tom Steyer | Tulsi Gabbard,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-5f19151fb24a0a026037,2018-05-15,PA,State House,District 21,Sara Innamorato,,Dom Costa,,Dom Costa | Sara Innamorato,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-60a20e415203eadd2b99,2021-06-22,NY,City Council,District 39,Brandon West,,Briget Rein | Douglas M. Schneider | Jessica Simmons | Justin M. Krebs | Mamnun M. Haq | Shahana K. Hanif,Brandon West | Briget Rein | Justin M. Krebs | Shahana K. Hanif,Douglas M. Schneider | Jessica Simmons | Mamnun M. Haq,3,healthcare | justice_and_public_safety,3,0,0,0,policy_position,[],"[{""pair"": ""Brandon West / Justin M. Krebs"", ""relationship"": ""different_strategy"", ""analysis"": ""West supports diminishing reliance on a policing-centered model while greatly increasing social services. Krebs explicitly supports reducing the NYPD budget, removing police from roles better handled by other responders, and reinvesting funds. These are related public-safety strategies, but West’s excerpt does not itself commit to a specific budget cut; no opposition is inferred."", ""comparison_id"": ""cmp-hd-13-justin-m-krebs""}, {""pair"": ""Brandon West / Shahana K. Hanif"", ""relationship"": ""different_emphasis"", ""analysis"": ""West emphasizes moving away from policing-centered community safety and increasing social services. Hanif specifies defunding the NYPD budget by at least $3 billion. West’s excerpt does not establish a numerical budget position, so this is a difference in emphasis and specificity, not opposition."", ""comparison_id"": ""cmp-hd-13-shahana-k-hanif""}, {""pair"": ""Brandon West / Briget Rein"", ""relationship"": ""explicit_disagreement"", ""analysis"": ""West supports single-payer and passing the New York Health Act; Rein answers no to single-payer and favors health plans negotiated by labor organizations and unions."", ""comparison_id"": ""cmp-joldc-west-rein-single-payer""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-6233a2b380836f3b2218,2026-08-04,MO,US Congress MO-01,Missouri 1st Congressional District,Cori Bush,,Alissa Murphy | Carl Harris Sr. | Carl Henderson | Wesley Bell,Cori Bush | Wesley Bell,Alissa Murphy | Carl Harris Sr. | Carl Henderson,0,,0,0,0,0,none,[],[],standalone_reviewed_evidence,not_a_complete_platform_census,,
race-6309d2d0fa189cfbbdcc,2024-05-21,GA,State Representative,District 42,Gabriel Sanchez,,Teri Anulewicz,,Gabriel Sanchez | Teri Anulewicz,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-634e869e6260148d2f4a,2019-05-21,PA,District Attorney,Allegheny County,Turahn Jenkins,,Stephen Zappala Jr.,Stephen Zappala Jr. | Turahn Jenkins,,0,,0,0,0,0,none,[],[],standalone_reviewed_evidence,not_a_complete_platform_census,,
race-63523454c44d7106fb43,2022-06-28,NY,State Assembly,District 65,Illapa Sairitupac,,Alana Sivin | Denny Salas | Grace Lee,Alana Sivin | Denny Salas | Grace Lee | Illapa Sairitupac,,3,healthcare,3,0,0,0,policy_position,"[{""pair"": ""Illapa Sairitupac / Grace Lee"", ""analysis"": ""Both candidates explicitly support single-payer health care and passage of the New York Health Act. Their full answers differ in organizing, immigrant coverage, and implementation emphasis."", ""comparison_id"": ""cmp-joldc-37-40-healthcare""}, {""pair"": ""Illapa Sairitupac / Alana Sivin"", ""analysis"": ""Both candidates explicitly support single-payer health care and passage of the New York Health Act. Their full answers differ in organizing, immigrant coverage, and implementation emphasis."", ""comparison_id"": ""cmp-joldc-37-41-healthcare""}]","[{""pair"": ""Illapa Sairitupac / Denny Salas"", ""relationship"": ""explicit_disagreement"", ""analysis"": ""Sairitupac supports single-payer and prioritizes passage of the New York Health Act; Salas says single-payer would cripple the economy and supports a public option instead."", ""comparison_id"": ""cmp-joldc-37-38-healthcare""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-64bde8b146c8826d40ce,2026-06-23,NY,US House,District 13,Darializa Avila Chevalier,,Adriano Espaillat | Oscar J. Romero Jr. | Theo Bruce Chino-Tavarez,Adriano Espaillat | Darializa Avila Chevalier | Oscar J. Romero Jr. | Theo Bruce Chino-Tavarez,,2,immigration,2,0,0,0,policy_position,"[{""pair"": ""Darializa Avila Chevalier / Adriano Espaillat"", ""analysis"": ""Avila Chevalier and Espaillat each support abolishing or dismantling ICE. Avila Chevalier’s citizenship-pathway excerpt remains separate and is not used to imply a difference or omission."", ""comparison_id"": ""cmp-ny13-immigration""}, {""pair"": ""Darializa Avila Chevalier / Oscar J. Romero Jr."", ""analysis"": ""Avila Chevalier and Romero each explicitly support abolishing ICE. This pair is timing-unverified because the NYC Votes publication time and pre-primary text version are unverified."", ""comparison_id"": ""cmp-ny13-immigration-romero""}]",[],paired_reviewed_evidence,not_a_complete_platform_census,,
race-65136bae40d3d3d9d35a,2021-06-22,NY,City Council,District 35,Michael Hollingsworth,,Crystal Hudson | Curtis M. Harris | Deirdre M. Levy | Hector Robertson | Regina A. Kinsey | Renee T. Collymore,Michael Hollingsworth,Crystal Hudson | Curtis M. Harris | Deirdre M. Levy | Hector Robertson | Regina A. Kinsey | Renee T. Collymore,0,,0,0,0,0,none,[],[],standalone_reviewed_evidence,not_a_complete_platform_census,,
race-671431314d6098bad4f2,2020-09-01,MA,US Senate,Statewide,Edward J. Markey,,"Joseph P. Kennedy, III","Edward J. Markey | Joseph P. Kennedy, III",,7,civil_rights | climate_environment | democratic_reform | housing | immigration,7,0,0,0,policy_position,"[{""pair"": ""Edward J. Markey / Joseph P. Kennedy, III"", ""analysis"": ""Both support expanded mail voting. Markey names a national emergency-ballot mechanism; Kennedy foregrounds automatically mailing ballots in Massachusetts and broader permanent reforms."", ""comparison_id"": ""ma20-markey-kennedy-voting""}, {""pair"": ""Edward J. Markey / Joseph P. Kennedy, III"", ""analysis"": ""Both affirm a federal commission to develop reparations policy, naming the relevant Senate and House proposals."", ""comparison_id"": ""ma20-markey-kennedy-reparations""}, {""pair"": ""Edward J. Markey / Joseph P. Kennedy, III"", ""analysis"": ""Both propose a citizenship pathway for the broader undocumented population, not only Dreamers."", ""comparison_id"": ""ma20-markey-kennedy-citizenship""}, {""pair"": ""Edward J. Markey / Joseph P. Kennedy, III"", ""analysis"": ""Both explicitly support a $500 billion affordable-housing investment, alongside other housing reforms."", ""comparison_id"": ""ma20-markey-kennedy-housing-investment""}]","[{""pair"": ""Edward J. Markey / Joseph P. Kennedy, III"", ""relationship"": ""different_mechanism"", ""analysis"": ""Markey emphasizes nonpunitive laws and rehabilitation; Kennedy specifies limits on local police-ICE cooperation, warrants and oversight. These reforms can coexist; the answers do not establish an abolition-versus-enforcement binary."", ""comparison_id"": ""ma20-markey-kennedy-enforcement""}, {""pair"": ""Edward J. Markey / Joseph P. Kennedy, III"", ""relationship"": ""different_emphasis"", ""analysis"": ""Markey foregrounds public-housing capital and rental assistance; Kennedy foregrounds legal protection against eviction, assistance and permanently affordable supply. Neither is shown to reject the other's tools."", ""comparison_id"": ""ma20-markey-kennedy-housing-tools""}, {""pair"": ""Edward J. Markey / Joseph P. Kennedy, III"", ""relationship"": ""different_emphasis"", ""analysis"": ""Markey foregrounds the Green New Deal framework; Kennedy foregrounds frontline participation and specific environmental-justice investments. Both affirm the environmental-justice goal."", ""comparison_id"": ""ma20-markey-kennedy-climate""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-686ed0f1771e83016f0c,2019-06-11,VA,Board of Supervisors,"Braddock District, Fairfax County",Irma Marianela Corado,,James Robert Walkinshaw,Irma Marianela Corado | James Robert Walkinshaw,,5,housing | transportation,5,0,0,0,policy_position,"[{""pair"": ""Irma Marianela Corado / James Robert Walkinshaw"", ""analysis"": ""Both support the named affordable-housing fund. Walkinshaw specifies a larger allocation and division between new and preserved housing; Corado's answer does not specify an identical funding amount."", ""comparison_id"": ""f2-corado-walkinshaw-housing-fund""}, {""pair"": ""Irma Marianela Corado / James Robert Walkinshaw"", ""analysis"": ""Both explicitly support increasing housing diversity in more affluent parts of the county."", ""comparison_id"": ""f2-corado-walkinshaw-diversity""}]","[{""pair"": ""Irma Marianela Corado / James Robert Walkinshaw"", ""relationship"": ""different_emphasis"", ""analysis"": ""Corado foregrounds everyday commuter access, carpools and off-peak needs; Walkinshaw names rail capacity and specific road/transit corridors. These priorities can complement one another."", ""comparison_id"": ""f2-corado-walkinshaw-transit""}, {""pair"": ""Irma Marianela Corado / James Robert Walkinshaw"", ""relationship"": ""different_emphasis"", ""analysis"": ""Corado foregrounds affordability and anti-displacement safeguards in transit-oriented development; Walkinshaw foregrounds evaluating projects and building local support. Neither answer establishes blanket opposition to building housing."", ""comparison_id"": ""f2-corado-walkinshaw-development""}, {""pair"": ""Irma Marianela Corado / James Robert Walkinshaw"", ""relationship"": ""different_mechanism"", ""analysis"": ""Both support safer streets and a zero-deaths goal. Corado stresses outreach and least-punitive enforcement alongside design; Walkinshaw stresses engineering standards and state partnership."", ""comparison_id"": ""f2-corado-walkinshaw-safety""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-695f3443e4961cfa625f,2020-08-04,KS,County Commissioner,Douglas County District 2,Shannon Reid,,Nancy Thellman | Sara Taliaferro,Nancy Thellman | Sara Taliaferro | Shannon Reid,,4,campaign_strategy_and_framing | justice_and_public_safety,3,1,0,0,campaign_frame | policy_position,"[{""pair"": ""Shannon Reid / Sara Taliaferro"", ""analysis"": ""Both oppose the current jail expansion and want resources directed toward community alternatives."", ""comparison_id"": ""ks20-reid-taliaferro-jail""}, {""pair"": ""Shannon Reid / Sara Taliaferro"", ""analysis"": ""Both prioritize preventive or restorative services to reduce jail use. Their separate experiences do not establish an opposing policy on this issue."", ""comparison_id"": ""ks20-reid-taliaferro-prevention""}]","[{""pair"": ""Shannon Reid / Nancy Thellman"", ""relationship"": ""different_emphasis"", ""analysis"": ""Reid firmly advocates redirecting the jail-project funds; Thellman describes reconsideration and an opportunity to avoid expansion. Her earlier yes vote is not used to manufacture an unchanged pro-expansion platform during the primary."", ""comparison_id"": ""ks20-reid-thellman-jail""}, {""pair"": ""Shannon Reid / Nancy Thellman"", ""relationship"": ""different_emphasis"", ""analysis"": ""Reid foregrounds responsiveness and change; Thellman foregrounds experience and completion of long-term work. These are actual campaign frames in the correct District2 contest."", ""comparison_id"": ""ks20-reid-thellman-representation""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
